0,1,2,accuracy,macro avg,weighted avg
1.0,0.8947368421052632,0.96,0.953125,0.9515789473684211,0.9541447368421053
1.0,0.9444444444444444,0.9230769230769231,0.953125,0.9558404558404558,0.953125
1.0,0.918918918918919,0.9411764705882353,0.953125,0.953365129835718,0.9532988871224165
20.0,18.0,26.0,0.953125,64.0,64.0
