0,1,2,accuracy,macro avg,weighted avg
0.9777777777777777,0.9767441860465116,1.0,0.984375,0.9848406546080964,0.9845566860465116
0.9777777777777777,1.0,0.975609756097561,0.984375,0.9844625112917796,0.984375
0.9777777777777777,0.988235294117647,0.9876543209876543,0.984375,0.9845557976276931,0.9843727305737109
45.0,42.0,41.0,0.984375,128.0,128.0
