0,1,2,accuracy,macro avg,weighted avg
0.7894736842105263,0.84,0.75,0.796875,0.7931578947368422,0.798108552631579
0.7142857142857143,0.84,0.8333333333333334,0.796875,0.795873015873016,0.796875
0.7500000000000001,0.8399999999999999,0.7894736842105262,0.796875,0.793157894736842,0.7962582236842105
21.0,25.0,18.0,0.796875,64.0,64.0
